ID,Gender,State,Zip,Zip3,Weeks Since First Purchase,Weeks Since Last Purchase,Book Purchase ($),Nonbook Purchase($),Total Purchase ($),No. of Purchases,No. of Childbook Purchases,No. of Youthbook Purchases,No. of Cookbook Purchases,No. of Do It Purchases,No. of Referncebook Purchases,No. of Artbook Purchases,No. of Geographybook Purchases,Response
37347,F,PA,19096,190,13,13,15,180,195,1,0,0,0,0,0,0,1,No
53617,F,NY,11792,117,13,13,15,180,195,1,0,0,0,0,0,0,1,No
18657,F,NY,14527,145,13,13,15,179,194,1,0,0,0,1,0,0,0,No
20597,F,NJ,8360,83,13,13,15,179,194,1,1,0,0,0,0,0,0,No
21942,F,PA,19120,191,13,13,15,179,194,1,0,0,0,0,1,0,0,No
25037,F,PA,19067,190,13,13,15,179,194,1,1,0,0,0,0,0,0,Yes
29788,F,PA,18052,180,13,13,15,179,194,1,0,0,0,0,0,0,1,No
46052,F,NJ,7016,70,13,13,15,179,194,1,1,0,0,0,0,0,0,No
24892,F,NY,11790,117,13,13,15,178,193,1,0,0,1,0,0,0,0,No
22361,F,PA,16506,165,13,13,15,177,192,1,0,0,0,0,0,1,0,Yes
25609,F,CT,6450,64,13,13,15,177,192,1,1,0,0,0,0,0,0,No
32976,F,MA,2571,25,13,13,15,177,192,1,0,0,1,0,0,0,0,No
48591,M,NY,12533,125,13,13,15,177,192,1,1,0,0,0,0,0,0,No
51520,F,NY,14226,142,13,13,15,177,192,1,0,0,0,0,0,1,0,No
49363,F,NJ,7013,70,13,13,15,176,191,1,0,0,1,0,0,0,0,No
14807,F,NY,11229,112,13,13,15,175,190,1,0,0,0,1,0,0,0,No
22145,F,CT,6811,68,13,13,15,175,190,1,0,0,0,0,1,0,0,No
28556,F,NJ,8043,80,13,13,15,175,190,1,0,0,0,0,0,1,0,No
30455,M,MA,1730,17,13,13,15,175,190,1,0,0,0,1,0,0,0,No
35470,F,PA,17030,170,13,13,15,175,190,1,1,0,0,0,0,0,0,No
48779,F,MA,2067,20,13,13,15,175,190,1,0,1,0,0,0,0,0,No
52570,F,NY,11795,117,13,13,15,175,190,1,0,0,0,0,0,1,0,No
57217,F,NJ,8085,80,13,13,15,175,190,1,1,0,0,0,0,0,0,No
59269,F,NJ,7430,74,13,13,15,175,190,1,0,0,0,0,0,0,1,Yes
13338,F,NY,10034,100,13,13,15,174,189,1,1,0,0,0,0,0,0,No
23686,F,NY,11234,112,13,13,15,174,189,1,0,0,1,0,0,0,0,No
27464,F,PA,19053,190,13,13,15,174,189,1,0,0,1,0,0,0,0,No
31247,F,NJ,8540,85,13,13,15,174,189,1,0,0,0,0,0,0,1,No
34600,F,PA,19014,190,13,13,15,174,189,1,0,0,0,0,1,0,0,No
38308,F,NJ,8701,87,13,13,15,174,189,1,0,0,1,0,0,0,0,No
50450,F,CT,6517,65,13,13,15,174,189,1,0,0,1,0,0,0,0,No
58420,F,NY,12563,125,13,13,15,174,189,1,0,0,1,0,0,0,0,No
58451,M,MD,21117,211,13,13,15,174,189,1,0,0,0,0,0,0,1,Yes
20579,M,PA,18505,185,13,13,15,173,188,1,0,0,0,1,0,0,0,No
26243,F,NJ,8022,80,13,13,15,173,188,1,0,0,0,0,0,0,1,No
30986,F,NJ,8755,87,13,13,15,173,188,1,1,0,0,0,0,0,0,No
42266,F,NH,3833,38,13,13,15,173,188,1,1,0,0,0,0,0,0,No
57876,F,NY,10548,105,13,13,15,173,188,1,0,0,0,0,1,0,0,No
58453,F,MA,1473,14,13,13,15,173,188,1,0,1,0,0,0,0,0,No
58739,F,PA,15010,150,13,13,15,173,188,1,0,0,0,1,0,0,0,No
10079,F,DE,19703,197,13,13,15,172,187,1,1,0,0,0,0,0,0,No
16297,F,NY,11561,115,13,13,15,172,187,1,0,0,0,0,0,1,0,No
34653,M,MA,2402,24,13,13,15,172,187,1,0,1,0,0,0,0,0,Yes
43732,F,NJ,7470,74,13,13,15,172,187,1,1,0,0,0,0,0,0,No
44624,F,CT,6416,64,13,13,15,172,187,1,0,0,0,0,0,1,0,No
51205,M,NJ,8722,87,13,13,15,172,187,1,0,0,0,0,0,1,0,No
50963,M,NY,13152,131,13,13,15,171,186,1,0,0,0,0,0,0,1,No
54475,F,NY,11769,117,13,13,15,171,186,1,0,1,0,0,0,0,0,No
13730,F,NJ,7035,70,13,13,15,170,185,1,0,0,0,1,0,0,0,No
26404,M,MA,1907,19,13,13,15,170,185,1,0,0,0,0,0,0,1,No
29803,M,NJ,7003,70,13,13,15,170,185,1,0,0,0,0,0,1,0,No
41859,F,NY,10024,100,13,13,15,170,185,1,0,1,0,0,0,0,0,No
42502,M,NY,12065,120,13,13,15,170,185,1,0,0,0,0,0,1,0,No
43970,F,NJ,7410,74,13,13,15,170,185,1,0,0,1,0,0,0,0,No
50784,F,NY,11214,112,13,13,15,170,185,1,1,0,0,0,0,0,0,No
40013,F,NJ,7017,70,13,13,15,169,184,1,0,0,1,0,0,0,0,No
43213,F,NJ,7661,76,13,13,15,169,184,1,0,0,1,0,0,0,0,No
46262,M,NY,11230,112,13,13,15,169,184,1,0,0,0,1,0,0,0,No
54725,F,NJ,8003,80,13,13,15,169,184,1,1,0,0,0,0,0,0,No
25318,F,PA,19053,190,13,13,15,168,183,1,0,0,0,1,0,0,0,No
34699,F,NY,10469,104,13,13,15,167,182,1,0,0,0,0,1,0,0,No
38546,F,MD,20906,209,13,13,15,167,182,1,0,0,1,0,0,0,0,No
20874,F,NY,13152,131,13,13,15,166,181,1,0,0,0,1,0,0,0,No
36340,F,NY,11516,115,13,13,15,166,181,1,0,0,0,1,0,0,0,No
42515,F,NJ,7675,76,13,13,15,166,181,1,0,0,1,0,0,0,0,No
44191,F,NY,10504,105,13,13,15,166,181,1,0,0,1,0,0,0,0,No
57423,M,NY,11374,113,13,13,15,166,181,1,0,0,1,0,0,0,0,No
10974,F,NY,11788,117,13,13,15,165,180,1,0,0,1,0,0,0,0,No
31704,F,NJ,7044,70,13,13,15,165,180,1,0,0,1,0,0,0,0,No
32168,F,RI,2920,29,13,13,15,165,180,1,0,0,1,0,0,0,0,No
38230,F,PA,16685,166,13,13,15,165,180,1,0,0,1,0,0,0,0,No
38766,F,NY,14620,146,13,13,15,165,180,1,0,0,1,0,0,0,0,No
18668,F,NY,10583,105,13,13,15,164,179,1,0,1,0,0,0,0,0,No
40229,F,CT,6071,60,13,13,15,164,179,1,1,0,0,0,0,0,0,No
59577,F,MD,20854,208,13,13,15,164,179,1,0,0,0,0,0,0,1,No
11552,F,NJ,7417,74,13,13,15,163,178,1,0,1,0,0,0,0,0,No
53322,M,NJ,7018,70,13,13,15,163,178,1,0,0,0,1,0,0,0,No
59984,F,PA,19403,194,13,13,15,163,178,1,1,0,0,0,0,0,0,No
16255,M,NY,11234,112,13,13,15,162,177,1,0,0,0,1,0,0,0,No
20811,F,NJ,7110,71,13,13,15,162,177,1,0,0,1,0,0,0,0,No
27350,F,PA,15642,156,13,13,15,162,177,1,1,0,0,0,0,0,0,No
34299,F,CT,6430,64,13,13,15,162,177,1,1,0,0,0,0,0,0,No
52414,F,MA,1450,14,13,13,15,161,176,1,0,0,1,0,0,0,0,Yes
20847,F,NJ,7436,74,13,13,15,160,175,1,0,0,0,0,0,0,1,No
24976,F,PA,15207,152,13,13,15,160,175,1,0,1,0,0,0,0,0,No
43816,F,NJ,8016,80,13,13,15,160,175,1,1,0,0,0,0,0,0,No
27939,F,NY,12972,129,13,13,15,159,174,1,1,0,0,0,0,0,0,No
47023,F,NY,11370,113,13,13,15,159,174,1,1,0,0,0,0,0,0,No
15106,F,NJ,7747,77,13,13,15,158,173,1,0,0,0,0,0,0,1,No
31304,F,NY,11214,112,13,13,15,158,173,1,0,0,1,0,0,0,0,No
41105,F,NY,11946,119,13,13,15,158,173,1,0,0,0,0,0,0,1,No
43608,F,NY,14427,144,13,13,15,158,173,1,1,0,0,0,0,0,0,No
52313,M,MD,21221,212,13,13,15,158,173,1,0,0,0,1,0,0,0,No
19587,F,PA,19038,190,13,13,15,157,172,1,0,0,0,0,0,0,1,No
38380,M,NJ,7095,70,13,13,15,157,172,1,0,0,0,0,0,0,1,No
56028,F,NY,10314,103,13,13,15,157,172,1,0,0,1,0,0,0,0,No
29218,F,CT,6460,64,13,13,15,156,171,1,1,0,0,0,0,0,0,No
30744,M,NJ,8505,85,13,13,15,156,171,1,0,0,0,1,0,0,0,No
13158,F,NY,14217,142,13,13,15,155,170,1,1,0,0,0,0,0,0,No
18574,F,NJ,8054,80,13,13,15,155,170,1,1,0,0,0,0,0,0,No
27821,F,MD,20832,208,13,13,15,155,170,1,0,0,1,0,0,0,0,No
52135,F,MA,2081,20,13,13,15,155,170,1,1,0,0,0,0,0,0,No
26913,F,PA,19428,194,13,13,15,154,169,1,0,0,1,0,0,0,0,No
37977,F,NY,10302,103,13,13,15,154,169,1,0,0,0,1,0,0,0,No
44625,F,PA,18104,181,13,13,15,154,169,1,1,0,0,0,0,0,0,No
46660,F,MD,21209,212,13,13,15,154,169,1,0,0,0,1,0,0,0,No
50464,F,CT,6776,67,13,13,15,154,169,1,0,0,1,0,0,0,0,No
11213,F,NY,11557,115,13,13,15,153,168,1,0,0,0,1,0,0,0,No
16326,F,PA,17404,174,13,13,15,153,168,1,0,0,0,0,1,0,0,No
15910,F,MD,21234,212,13,13,15,152,167,1,1,0,0,0,0,0,0,No
53544,F,PA,19464,194,13,13,15,152,167,1,1,0,0,0,0,0,0,No
14417,F,NJ,8021,80,13,13,15,151,166,1,0,0,0,0,1,0,0,No
54599,M,NY,14580,145,13,13,15,151,166,1,0,0,0,1,0,0,0,No
59226,F,PA,19145,191,13,13,15,151,166,1,0,0,1,0,0,0,0,No
15333,F,NJ,8105,81,13,13,15,150,165,1,1,0,0,0,0,0,0,No
34732,F,NY,10977,109,13,13,15,150,165,1,0,0,1,0,0,0,0,No
35231,F,PA,17603,176,13,13,15,150,165,1,0,0,0,1,0,0,0,No
35973,M,NY,12054,120,13,13,15,150,165,1,0,0,0,0,1,0,0,No
38932,F,NJ,8738,87,13,13,15,150,165,1,1,0,0,0,0,0,0,No
40859,M,MD,20657,206,13,13,15,150,165,1,0,0,0,1,0,0,0,No
44044,M,NY,10583,105,13,13,15,150,165,1,0,0,0,1,0,0,0,No
50796,F,MA,2108,21,13,13,15,150,165,1,0,0,0,0,0,1,0,Yes
51056,F,NY,10705,107,13,13,15,150,165,1,0,1,0,0,0,0,0,No
57544,M,NY,14174,141,13,13,15,150,165,1,0,0,0,0,0,0,1,No
27509,F,MD,20723,207,13,13,15,149,164,1,0,1,0,0,0,0,0,No
39253,M,NJ,7003,70,13,13,15,149,164,1,0,0,0,1,0,0,0,No
41678,F,NJ,7825,78,13,13,15,149,164,1,1,0,0,0,0,0,0,No
46353,M,PA,15212,152,13,13,15,149,164,1,0,0,0,1,0,0,0,No
33858,F,NJ,7010,70,13,13,15,148,163,1,0,0,0,1,0,0,0,No
54430,F,PA,19020,190,13,13,15,148,163,1,1,0,0,0,0,0,0,No
43880,F,MA,2152,21,13,13,15,147,162,1,0,0,0,1,0,0,0,No
13326,F,PA,19046,190,13,13,15,146,161,1,0,0,0,1,0,0,0,No
29016,M,PA,17070,170,13,13,15,146,161,1,0,1,0,0,0,0,0,No
29197,F,NJ,8406,84,13,13,15,145,160,1,1,0,0,0,0,0,0,No
30745,F,MA,1824,18,13,13,15,145,160,1,0,0,1,0,0,0,0,No
13756,F,NJ,7845,78,13,13,15,144,159,1,0,0,1,0,0,0,0,No
23436,M,NY,11746,117,13,13,15,144,159,1,1,0,0,0,0,0,0,No
55597,F,NJ,7604,76,13,13,15,144,159,1,0,0,0,0,0,0,1,No
23896,F,NY,11501,115,13,13,15,143,158,1,0,0,1,0,0,0,0,No
41412,F,MA,1701,17,13,13,15,143,158,1,0,0,1,0,0,0,0,No
42933,F,PA,19464,194,13,13,15,143,158,1,1,0,0,0,0,0,0,No
43388,M,MD,21221,212,13,13,15,143,158,1,0,0,0,1,0,0,0,No
49231,F,NY,12928,129,13,13,15,143,158,1,0,0,0,1,0,0,0,No
14203,F,MD,21131,211,13,13,15,142,157,1,0,0,0,0,1,0,0,No
20381,F,NY,10016,100,13,13,15,142,157,1,1,0,0,0,0,0,0,No
26272,M,PA,19057,190,13,13,15,142,157,1,0,0,0,1,0,0,0,No
32305,F,NY,14850,148,13,13,15,142,157,1,1,0,0,0,0,0,0,No
35456,F,NY,14224,142,13,13,15,142,157,1,0,0,1,0,0,0,0,No
54950,F,NJ,8103,81,13,13,15,142,157,1,0,0,1,0,0,0,0,No
13211,F,MA,2370,23,13,13,15,141,156,1,0,0,1,0,0,0,0,No
42159,F,NY,11771,117,13,13,15,141,156,1,0,0,0,0,1,0,0,No
50984,F,PA,19602,196,13,13,15,141,156,1,0,1,0,0,0,0,0,No
52686,F,NJ,7016,70,13,13,15,141,156,1,0,0,1,0,0,0,0,No
55838,F,NY,11713,117,13,13,15,141,156,1,1,0,0,0,0,0,0,No
17875,F,NY,12481,124,13,13,15,140,155,1,0,0,1,0,0,0,0,No
55607,F,NY,10705,107,13,13,15,140,155,1,0,1,0,0,0,0,0,Yes
17038,F,NJ,7079,70,13,13,15,139,154,1,1,0,0,0,0,0,0,No
19782,F,NJ,7044,70,13,13,15,139,154,1,1,0,0,0,0,0,0,No
29251,F,NY,10538,105,13,13,15,139,154,1,0,0,0,1,0,0,0,No
36977,F,NJ,8755,87,13,13,15,139,154,1,0,0,0,0,0,0,1,No
45162,M,DE,19702,197,13,13,15,139,154,1,0,0,1,0,0,0,0,No
46636,F,MA,1970,19,13,13,15,139,154,1,1,0,0,0,0,0,0,No
49874,F,NY,11423,114,13,13,15,139,154,1,1,0,0,0,0,0,0,No
51462,F,NJ,7417,74,13,13,15,139,154,1,1,0,0,0,0,0,0,No
55330,F,PA,15909,159,13,13,15,139,154,1,0,0,1,0,0,0,0,No
56247,F,MA,2172,21,13,13,15,139,154,1,1,0,0,0,0,0,0,No
16729,F,MA,2563,25,13,13,15,138,153,1,0,1,0,0,0,0,0,No
17213,M,PA,18465,184,13,13,15,138,153,1,0,0,0,0,0,1,0,No
18392,F,NY,10022,100,13,13,15,138,153,1,0,1,0,0,0,0,0,No
18042,M,PA,19064,190,13,13,15,137,152,1,0,0,1,0,0,0,0,No
20152,F,PA,18657,186,13,13,15,137,152,1,1,0,0,0,0,0,0,No
32418,F,NY,11375,113,13,13,15,136,151,1,1,0,0,0,0,0,0,No
49581,F,NJ,8619,86,13,13,15,136,151,1,1,0,0,0,0,0,0,No
15370,F,MA,1109,11,13,13,15,135,150,1,0,0,0,0,0,0,1,No
25600,M,NY,10022,100,13,13,15,135,150,1,0,0,0,0,0,1,0,No
37688,F,MA,1606,16,13,13,15,135,150,1,0,0,1,0,0,0,0,No
33463,F,NJ,8822,88,13,13,15,134,149,1,1,0,0,0,0,0,0,Yes
58440,F,NY,10465,104,13,13,15,134,149,1,0,0,1,0,0,0,0,No
24870,F,PA,19050,190,13,13,15,132,147,1,1,0,0,0,0,0,0,No
25476,M,NJ,8733,87,13,13,15,132,147,1,1,0,0,0,0,0,0,No
28974,M,MA,1867,18,13,13,15,132,147,1,0,0,1,0,0,0,0,No
30117,F,NY,11510,115,13,13,15,132,147,1,1,0,0,0,0,0,0,No
48650,F,CT,6784,67,13,13,15,132,147,1,1,0,0,0,0,0,0,No
57070,F,NY,14228,142,13,13,15,132,147,1,0,1,0,0,0,0,0,No
58808,F,ME,4043,40,13,13,15,132,147,1,0,0,1,0,0,0,0,No
22524,M,NJ,8008,80,13,13,15,131,146,1,0,0,0,0,1,0,0,No
23170,F,NJ,8837,88,13,13,15,131,146,1,0,0,0,0,0,1,0,No
27514,M,MD,20871,208,13,13,15,131,146,1,0,0,0,1,0,0,0,No
28058,F,DC,20016,200,13,13,15,131,146,1,1,0,0,0,0,0,0,No
52799,M,MD,20715,207,13,13,15,131,146,1,0,0,0,0,0,1,0,No
58786,M,NJ,7430,74,13,13,15,131,146,1,0,0,0,0,0,0,1,Yes
33601,F,NY,12020,120,13,13,15,130,145,1,0,0,0,0,0,0,1,No
45312,F,MA,2655,26,13,13,15,130,145,1,0,1,0,0,0,0,0,No
55956,F,NJ,7092,70,13,13,15,130,145,1,0,0,0,1,0,0,0,Yes
13149,F,MD,21208,212,13,13,15,129,144,1,0,0,0,0,0,0,1,No
16013,F,PA,17584,175,13,13,15,128,143,1,0,0,0,0,0,0,1,Yes
24913,M,NY,11768,117,13,13,15,128,143,1,0,0,0,0,0,0,1,No
38055,F,PA,15238,152,13,13,15,128,143,1,1,0,0,0,0,0,0,No
39074,F,NY,10520,105,13,13,15,128,143,1,1,0,0,0,0,0,0,No
52145,F,MD,21237,212,13,13,15,128,143,1,0,0,0,1,0,0,0,No
59799,F,NJ,8822,88,13,13,15,128,143,1,0,0,0,0,0,1,0,No
12134,F,NJ,7960,79,13,13,15,127,142,1,0,0,1,0,0,0,0,No
21930,F,PA,19143,191,13,13,15,127,142,1,0,1,0,0,0,0,0,No
28674,F,NJ,8831,88,13,13,15,127,142,1,1,0,0,0,0,0,0,No
28943,F,MD,21225,212,13,13,15,127,142,1,0,0,1,0,0,0,0,No
29531,F,NY,10598,105,13,13,15,127,142,1,1,0,0,0,0,0,0,No
34088,F,NY,11580,115,13,13,15,127,142,1,1,0,0,0,0,0,0,No
36294,M,NY,11040,110,13,13,15,127,142,1,0,0,0,1,0,0,0,No
39445,F,RI,2904,29,13,13,15,127,142,1,0,0,0,0,0,1,0,No
39955,F,PA,15217,152,13,13,15,127,142,1,0,0,1,0,0,0,0,No
43452,F,MD,20905,209,13,13,15,127,142,1,0,0,0,0,0,0,1,No
16948,F,MD,20910,209,13,13,15,126,141,1,0,0,1,0,0,0,0,No
56749,F,NJ,7726,77,13,13,15,126,141,1,1,0,0,0,0,0,0,No
59375,F,RI,2888,28,13,13,15,126,141,1,1,0,0,0,0,0,0,No
12465,F,NY,10466,104,13,13,15,125,140,1,0,1,0,0,0,0,0,No
41893,F,MD,21218,212,13,13,15,125,140,1,0,0,1,0,0,0,0,No
48521,F,CT,6475,64,13,13,15,125,140,1,1,0,0,0,0,0,0,No
17269,F,CT,6516,65,13,13,15,123,138,1,0,0,1,0,0,0,0,No
42743,F,NY,11501,115,13,13,15,123,138,1,1,0,0,0,0,0,0,No
50876,M,PA,19096,190,13,13,15,123,138,1,0,0,0,0,0,0,1,No
11257,F,VT,5826,58,13,13,15,122,137,1,0,0,1,0,0,0,0,No
24500,F,MA,1966,19,13,13,15,122,137,1,0,0,0,0,0,1,0,Yes
31743,M,MD,21234,212,13,13,15,122,137,1,0,0,1,0,0,0,0,No
45243,F,NY,10474,104,13,13,15,122,137,1,0,0,0,0,0,0,1,No
47979,M,NJ,7095,70,13,13,15,122,137,1,0,1,0,0,0,0,0,No
13437,M,NJ,8721,87,13,13,15,121,136,1,0,0,0,0,0,0,1,No
41680,F,NY,11758,117,13,13,15,121,136,1,0,0,1,0,0,0,0,Yes
42919,F,NY,14840,148,13,13,15,121,136,1,0,0,0,0,0,1,0,No
56387,F,MA,2126,21,13,13,15,121,136,1,0,0,1,0,0,0,0,No
14409,F,CT,6010,60,13,13,15,120,135,1,1,0,0,0,0,0,0,No
30866,F,NY,10469,104,13,13,15,120,135,1,1,0,0,0,0,0,0,No
31152,M,CT,6118,61,13,13,15,120,135,1,1,0,0,0,0,0,0,No
57768,F,NY,11714,117,13,13,15,120,135,1,1,0,0,0,0,0,0,No
35507,F,PA,19335,193,13,13,15,119,134,1,0,0,0,0,0,1,0,No
36988,F,MA,1440,14,13,13,15,119,134,1,0,0,0,0,1,0,0,No
37721,M,PA,19146,191,13,13,15,119,134,1,0,0,0,1,0,0,0,No
33675,M,NY,11040,110,13,13,15,118,133,1,0,0,1,0,0,0,0,No
38485,F,NY,10994,109,13,13,15,118,133,1,1,0,0,0,0,0,0,No
53910,F,NJ,7054,70,13,13,15,118,133,1,0,0,1,0,0,0,0,No
17024,F,NJ,7632,76,13,13,15,117,132,1,1,0,0,0,0,0,0,No
33815,M,NY,11554,115,13,13,15,117,132,1,0,0,0,1,0,0,0,No
36061,F,PA,15215,152,13,13,15,117,132,1,0,0,1,0,0,0,0,No
40709,F,PA,19124,191,13,13,15,117,132,1,0,0,0,0,0,0,1,No
10273,F,NY,11566,115,13,13,15,116,131,1,0,0,0,0,1,0,0,No
13288,F,NY,11374,113,13,13,15,116,131,1,1,0,0,0,0,0,0,No
18290,M,CT,6066,60,13,13,15,116,131,1,0,0,0,0,1,0,0,No
28111,F,VT,5454,54,13,13,15,116,131,1,0,0,0,0,0,0,1,Yes
35506,F,NJ,7670,76,13,13,15,116,131,1,1,0,0,0,0,0,0,No
54145,F,NJ,7013,70,13,13,15,116,131,1,0,1,0,0,0,0,0,No
19123,F,NJ,7660,76,13,13,15,115,130,1,1,0,0,0,0,0,0,No
27025,F,PA,19446,194,13,13,15,115,130,1,0,0,0,0,0,1,0,No
36561,M,PA,19111,191,13,13,15,115,130,1,0,0,1,0,0,0,0,No
42732,F,NJ,7626,76,13,13,15,115,130,1,0,0,1,0,0,0,0,No
51753,M,NY,10469,104,13,13,15,115,130,1,0,0,0,0,0,0,1,No
58575,F,PA,19134,191,13,13,15,115,130,1,0,0,1,0,0,0,0,No
10861,F,NY,10536,105,13,13,15,114,129,1,1,0,0,0,0,0,0,No
28552,M,NY,10314,103,13,13,15,114,129,1,0,0,0,1,0,0,0,No
47213,M,NJ,7410,74,13,13,15,114,129,1,0,0,0,0,1,0,0,No
32544,M,ME,4856,48,13,13,15,113,128,1,0,0,0,0,0,1,0,No
40346,F,NY,11030,110,13,13,15,113,128,1,0,0,0,0,0,0,1,No
47418,M,NH,3824,38,13,13,15,113,128,1,0,0,0,0,1,0,0,No
50131,F,DE,19713,197,13,13,15,113,128,1,0,0,1,0,0,0,0,No
25288,F,NY,11580,115,13,13,15,112,127,1,1,0,0,0,0,0,0,No
12780,M,NJ,7450,74,13,13,15,111,126,1,0,0,0,1,0,0,0,No
20271,F,PA,18042,180,13,13,15,111,126,1,0,0,1,0,0,0,0,No
57117,M,NY,10013,100,13,13,15,111,126,1,0,0,1,0,0,0,0,No
11965,F,CT,6484,64,13,13,15,110,125,1,0,0,1,0,0,0,0,No
51046,F,CT,6078,60,13,13,15,110,125,1,1,0,0,0,0,0,0,No
54618,F,PA,19003,190,13,13,15,110,125,1,0,0,0,1,0,0,0,No
31700,F,PA,19148,191,13,13,15,109,124,1,1,0,0,0,0,0,0,No
22389,F,NY,14226,142,13,13,15,108,123,1,1,0,0,0,0,0,0,No
25979,F,CT,6231,62,13,13,15,108,123,1,0,0,0,0,0,0,1,Yes
31868,F,NY,11741,117,13,13,15,108,123,1,0,0,0,0,1,0,0,No
50049,F,NJ,7036,70,13,13,15,108,123,1,0,0,0,0,1,0,0,No
50649,F,CT,6488,64,13,13,15,108,123,1,0,0,0,1,0,0,0,No
12129,F,MD,20816,208,13,13,15,107,122,1,0,0,0,0,0,0,1,No
25344,F,MD,21212,212,13,13,15,107,122,1,0,0,0,0,0,0,1,No
42355,F,MA,2161,21,13,13,15,107,122,1,0,0,1,0,0,0,0,No
48928,F,NY,10509,105,13,13,15,107,122,1,0,0,1,0,0,0,0,No
54016,F,VT,5461,54,13,13,15,107,122,1,0,0,1,0,0,0,0,No
57812,F,NY,11710,117,13,13,15,107,122,1,0,0,1,0,0,0,0,No
41496,M,NJ,7405,74,13,13,15,106,121,1,0,0,1,0,0,0,0,No
12096,F,MA,1960,19,13,13,15,105,120,1,0,0,1,0,0,0,0,No
28023,F,NY,10801,108,13,13,15,105,120,1,0,0,0,0,0,1,0,No
16898,F,MD,21042,210,13,13,15,104,119,1,0,0,1,0,0,0,0,No
20266,F,MD,21216,212,13,13,15,104,119,1,0,0,0,0,0,1,0,No
32583,F,NY,11803,118,13,13,15,104,119,1,0,1,0,0,0,0,0,No
37545,M,PA,18344,183,13,13,15,104,119,1,1,0,0,0,0,0,0,No
53249,F,NH,3431,34,13,13,15,104,119,1,0,0,0,0,0,1,0,No
10748,F,NY,10022,100,13,13,15,103,118,1,0,0,1,0,0,0,0,No
20265,F,NJ,7047,70,13,13,15,103,118,1,0,0,0,0,0,0,1,No
23495,F,NJ,7722,77,13,13,15,103,118,1,0,0,0,0,1,0,0,No
30208,F,NY,10704,107,13,13,15,103,118,1,1,0,0,0,0,0,0,No
34164,M,NJ,7410,74,13,13,15,103,118,1,0,1,0,0,0,0,0,No
48290,F,CT,6475,64,13,13,15,103,118,1,0,0,0,0,0,0,1,No
39302,F,NJ,8701,87,13,13,15,102,117,1,1,0,0,0,0,0,0,No
21426,M,NH,3087,30,13,13,15,101,116,1,0,0,0,0,1,0,0,No
24549,F,PA,18104,181,13,13,15,101,116,1,1,0,0,0,0,0,0,No
51448,M,DE,19732,197,13,13,15,101,116,1,0,0,0,0,1,0,0,No
33307,F,NJ,7876,78,13,13,15,99,114,1,0,0,0,0,0,1,0,No
45466,F,NY,12309,123,13,13,15,99,114,1,0,0,0,1,0,0,0,No
58976,F,NY,12485,124,13,13,15,99,114,1,1,0,0,0,0,0,0,No
12524,F,NJ,7716,77,13,13,15,98,113,1,0,0,0,1,0,0,0,No
55750,M,MD,21221,212,13,13,15,98,113,1,0,0,0,0,1,0,0,No
12306,F,NY,11961,119,13,13,15,97,112,1,0,0,1,0,0,0,0,No
14492,F,CT,6092,60,13,13,15,97,112,1,0,0,1,0,0,0,0,No
24770,F,NY,11358,113,13,13,15,97,112,1,0,0,1,0,0,0,0,No
25345,F,MA,2780,27,13,13,15,97,112,1,0,0,0,0,1,0,0,Yes
30311,F,MD,21204,212,13,13,15,97,112,1,0,0,1,0,0,0,0,No
38513,F,NY,10017,100,13,13,15,97,112,1,0,0,0,0,0,1,0,No
47029,M,MA,2132,21,13,13,15,97,112,1,0,0,0,0,0,0,1,No
50922,F,PA,19120,191,13,13,15,97,112,1,0,0,0,0,0,1,0,No
11588,M,NY,11377,113,13,13,15,96,111,1,0,0,0,0,0,0,1,No
12655,M,PA,19139,191,13,13,15,96,111,1,0,0,0,0,0,0,1,No
14097,F,NY,11238,112,13,13,15,95,110,1,0,0,0,0,1,0,0,No
15364,F,NY,12754,127,13,13,15,95,110,1,0,0,1,0,0,0,0,No
22342,F,MD,21230,212,13,13,15,95,110,1,0,0,0,1,0,0,0,No
30937,F,PA,19119,191,13,13,15,95,110,1,0,0,0,1,0,0,0,No
41836,F,NY,10310,103,13,13,15,95,110,1,0,1,0,0,0,0,0,No
48917,F,NJ,7645,76,13,13,15,95,110,1,0,1,0,0,0,0,0,No
36529,F,NJ,7057,70,13,13,15,94,109,1,0,0,1,0,0,0,0,No
42189,F,NH,3262,32,13,13,15,93,108,1,1,0,0,0,0,0,0,No
27841,F,NY,10901,109,13,13,15,92,107,1,0,1,0,0,0,0,0,No
31221,F,NJ,8043,80,13,13,15,92,107,1,0,0,0,0,0,0,1,No
49572,F,NJ,7675,76,13,13,15,92,107,1,0,0,1,0,0,0,0,No
14032,F,PA,17023,170,13,13,15,91,106,1,0,0,0,1,0,0,0,No
15047,F,NJ,7726,77,13,13,15,91,106,1,1,0,0,0,0,0,0,No
26948,F,MA,2067,20,13,13,15,90,105,1,0,0,0,0,0,1,0,No
57123,F,MD,21030,210,13,13,15,90,105,1,0,0,0,1,0,0,0,No
18865,F,DE,19720,197,13,13,15,89,104,1,0,0,1,0,0,0,0,No
22869,F,NY,11738,117,13,13,15,89,104,1,0,0,0,0,0,0,1,No
35455,F,NJ,8421,84,13,13,15,89,104,1,0,0,0,1,0,0,0,No
38565,F,PA,19134,191,13,13,15,89,104,1,1,0,0,0,0,0,0,No
41213,F,NY,11367,113,13,13,15,89,104,1,0,0,1,0,0,0,0,No
